COUNTRY,META,COWCCODE,REGION,STARTYEAR,ENDYEAR,CIVFATLOW,CIVFATHIGH,AVGFAT,DESCRIPTION,SUMMARY,VICTIMGROUP,"VICTIMTYPE
(ethnic/religious, political, other)",NOTES,SOURCE
Liberia (Civil War),,450,Sub-Saharan Africa,1989,1990,7500,15000,11250,"Between 1989 and 1990, the Liberian government under Samuel Doe killed thousands of civilians during efforts to defeat the insurgency by Charles Taylor's National Patriotic Front of Liberia. After a failed coup attempt against Liberian leader Samuel Doe in 1985, the government marginalized and mistreated the Gio and Mano tribes where the coup plotters had originated, increasing ethnic tensions and grievances. On December 24, 1989, Charles Taylor’s National Patriotic Front of Liberia (NPFL), a Gio and Mano insurgency group aiming to oust Doe’s regime, invaded Liberia from the Ivory Coast and attacked the border town of Butuo. The Liberian army responded with a brutal counterinsurgency operation. The army burned and looted whole villages, targeted violence against Mano and Gio civilians and forced 160,000 refugees into neighboring Guinea and Ivory Coast. The harsh crackdown intensified the insurgency. In September, 1990, Doe was captured and executed, and a ceasefire between the warring parties followed soon after on November 28, 1990.   ",Government kills civilians in effort to defeat insurgency by Charles Taylor's National Patriotic Front of Liberia.,"Suspected supporters of Charles Taylor's National Patriotic Front of Liberia, members of Manos and Gios tribes.",Ethnic,,"Alejandro, edited by Carla"
India-Kashmir,,750,South Asia,1990,.,30000,30000,30000,"Since 1990, the Indian government has killed tens of thousands of civilians during efforts to defeat Kashmiri Muslim separatist insurgencies. On January 19, 1990, in response to escalating Kashmiri Muslim separatist attacks, the Indian government imposed direct rule on the state of Kashmir. The Indian Army and paramilitary troops launched a massive crackdown against the insurgency, shooting unarmed demonstrators and conducting civilian massacres and summary executions of detainees. As a response, numerous militant groups revolted against the government, fighting for disparate aims, including Kashmir’s independence, Islamicization, or union with Pakistan. The militant groups engaged in terrorism, bombing high-profile political events, governmental buildings, and public spaces. While the violence has continued, the intentional killing of civilians by government forces waned from 2003, and there has been a steady decline in separatist terrorism up to 2011. ",Government kills civilians during effort to defeat insurgency by Kashmiri Muslim separatists.,"Suspected supporters of Kashmir separatist insurgency, Muslims",Ethnic,,"Alejandro, edited by Carla"
Rwanda (Hutu vs. Tutsi),,517,Sub-Saharan Africa,1990,1994,500000,800000,650000,"Between 1990 and 1994, the Hutu-dominated Rwandan government killed hundreds of thousands of Tutsi civilians, suspected supporters of the Rwandan Patriotic Front and Hutu political opponents. In early October 1990, the Rwandan Patriotic Front (RPF), a Tutsi political and military organization composed of Rwandan refugees and ex-patriots invaded Rwanda from Uganda. The Hutu-led Rwandan government responded by imprisoning over ten thousand Tutsis and massacring thousands of Tutsis around the country. A ceasefire was signed on March 29, 1991. In February 1993, the RPF launched another offensive, eventually leading to the Arusha Accords, a power-sharing agreement in August, 1993. On April 6, 1994, the country plunged into genocide, when the incumbent Hutu president Habyarimana’s plane was shot down. Immediately, extremists in the Hutu government launched a systematic massacre Tutsi and moderate Hutus. The Rwandan Armed Force, coupled with unofficial militia called the Interahamwe, conducted house-to-house and checkpoints searches throughout the country to eliminate ethnic Tutsi people, often with machetes, clubs or knives. Tutsi women were subjected to brutal sexual violence. Within a hundred days, some 800,000 Tutsi and 30,000 moderate Hutus were killed. The genocide ended when the RPF gained control of the country and was sworn into office in Kigali on July 19, 1994.",RPF insurgency leads to full scale civil war.  Hutu dominated government deploys military and armed gangs to systematically slaughter primarily Tutsis but also Hutu moderates.  (Harff),"Suspected supporters of RPF, Tutsi, Hutu political opponents",Ethnic and Political,,"Alejandro, edited by Carla"
Nigeria (Niger Delta/Ogoni),,475,Sub-Saharan Africa,1990,2009,4500,4500,4500,"Between 1990 and 2009, the Nigerian government killed thousands of civilians during efforts to suppress the political protest of various ethnic groups in the oil producing regions of the Niger Delta. In 1957, petroleum was discovered in Ogoniland, the southeastern Nigerian state of Ogoniland. In the following decades, the Nigerian government operated joint ventures to extract and produce the oil with western oil companies, often with damaging effects on the environment and livelihoods of ethnic groups such as the Ogoni, Ijaw and other people in the Niger Delta. On October 31, 1990, a major demonstration against the Shell Company’s pollution took place in Umuechem, an oil-producing community near. The government responded by attacking peaceful protestors with tear gas and indiscriminate gunfire, killing unarmed demonstrators and destroying hundreds of houses. The Movement for the Survival of the Ogoni People (MOSOP) mobilized the Ogoni people and spearheaded protests against oil pollution in the area. In 1993, Shell was forced to close its production. The Rivers State Internal Security Task Force, a military force created to suppress the protests, implemented a brutal crackdown, staging nighttime raids, detaining suspected protestors and conducting hundreds of summary executions. Although government violence has drastically reduced after an amnesty signed on August 6, 2009, the violence against ethnic groups in the Niger Delta region continues. ",Nigerian government kills civilians during effort to suppress rebellion and political protest in oil producing regions of the Niger River Delta.,Suspected supporters of Niger River Delta rebellions.,Political,,"Alejandro, edited by Carla"
India (Assam),,750,South Asia,1990,1991,1000,1000,1000,"Between 1991 and 2011, the Indian government killed thousands of civilians during effort to defeat the United Liberation Front of Asom insurgency. Founded in 1979, the United Liberation Front of Asom (ULFA) was began fighting for the independence of Assam, a state in the northeastern part of India. The ULFA used terrorist tactics, such as bombing public places and assassinating political opponents ahead of important events. After escalating confrontations, the Indian government placed Assam under direct control of Delhi and launched a massive counterinsurgency operation on November 27, 1990. The Indian army troops engaged in several human right abuses, including extrajudicial killings, illegal imposition of curfews, and the use of schools and churches as interrogation centers. After several failed negotiation attempts, both warring factions finally signed a promising ceasefire on September 3, 2011. ",Government kills civilians during effort to defeat United Liberation Front of Asom (ULFA) insurgency.,Suspected supporters of United Liberation Front of Asom (ULFA) insurgency,Ethnic,"Carla's notes: Dates follow Alejandro's notes.
Alejandro's notes: On your notes you put December 17, 1991 as the end date; yet I researched that it was actually a failed ceasefire. The most recent account I found was September 3, 2011, when ULFA promised to end hostilities  (http://timesofindia.indiatimes.com/india/ULFA-signs-peace-pact-with-govt-promises-no-more-violence/articleshow/9849477.cms?referral=PM) and after which several rebel groups handed over their weapons in 2012.","Alejandro, edited by Carla"
Chad (political repression/civil war - Deby regime),,483,Sub-Saharan Africa,1991,2003,1000,2000,1500,"Between 1991 and 2003, the Government of Idriss Deby killed over a thousand civilians during efforts to suppress political opposition and supporters of southern-based insurgent movements. In December 1990, a former army commander Idriss Déby and his Patriotic Salvation Movement (MPS) party captured and took over Chad’s government. On February 28, 1991, Déby became president. Subsequently, several rebellions sprung up to challenge Déby’s rule, mostly located in the southeastern part of the country. The government forces brutally clamped down on rebel groups, through arbitrary arrests, systematic torture, rape and massacre of suspected rebel supporters. The government also carried out summary and extrajudicial executions of unarmed civilians suspected of supporting rebels. After many waves of attempted coups and unsuccessful peace treaties, the government signed an accord with several of the rebel groups on December 14, 2003. ",Government of Idriss Deby represses political opposition and supporters of various southern-based insurgent movements.,"Suspected opponents of Idriss Deby, supporters of southern insurgent movements.",Political and Ethnic,,"Alejandro, edited by Carla"
Sierra Leone,,451,Sub-Saharan Africa,1991,2002,2000,7000,4500,"Between 1991 and 2002, the Sierra Leone government killed thousands of civilians during efforts to defeat the insurgency by the Revolutionary United Front. On March 23, 1991, the Revolutionary United Front (RUF) entered southeastern Sierra Leone from Liberia to topple the incumbent government of President Joseph Saidu Momoh. The government forces and pro-government militia executed and tortured prisoners, while also impressing child soldiers into their ranks. In some occasions, innocent civilians heads were cut off, spiked and paraded around villages. While the RUF rebels committed the overwhelming majority of abuses, the government forces and the pro-government Civil Defense Force (CDF) militias also committed human rights abuses against civilians suspected of collaborating with the rebels. The war ended on January 18, 2002, with UN-brokered peace talks.",Government kills civilians during effort to defeat insurgency by Revolutionary United Front.,Suspected supporters of Revolutionary United Front (RUF),Political,,"Alejandro, edited by Carla"
Iraq (Shiites),,645,Middle East and North Africa,1991,2003,30000,60000,45000,"Between 1991 and 2003, the Iraqi government killed tens of thousands of Shiites during efforts to suppress Shiite rebellions in the south. Soon after the First Gulf War, a US-encouraged Shiite Muslim rebellion burst in the southern cities of Zubair and Basra on February 28 and March 1, 1991. As the Shiite insurgency spread in the south, the insurgents killed hundreds of incumbent Ba’ath party officials, local bureaucrats and intelligence agents, in acts of vengeance for the decades of repression by Saddam Hussein’s Sunni Muslim dictatorship. The Iraqi government’s counter-offensive brutally engaged in indiscriminate public shootings, executions of young people on the streets, homes and hospitals, extrajudicial arrests, and helicopter attacks on fleeing civilians. Once the insurgency was crushed, the government conducted house-to-house and checkpoint searches, indiscriminately arresting tens of thousands suspected rebel supporters, during which thousands civilians disappeared. The political repression finally ended on May 1, 2003, when American forces entered Baghdad and toppled Hussein’s dictatorship. ",Government kills civilians during effort to suppress rebellion by Shiites.,Shiites,Ethnic,,"Alejandro, edited by Carla"
Yugoslavia (Croatian Civil War),,345,Europe and Central Asia,1991,1992,3000,4000,3500,"Between 1991 and 1992, the Yugoslav army and Serb militias killed thousands of Croatian civilians following Croatia’s declaration of independence and during the ensuing war. On June 25, 1991, Croatia declared its independence from the Yugoslav Federation. A civil war ensued between the Croatian Serb militias, supported by the Yugoslav Army under President Slobodan Milosevic, and Croatian separatists. During the conflict, the Serbian government and its militias raped and slaughtered Croatian civilians, plundered entire villages, and engaged in numerous inhuman massacres. For example, at Vukovar, they executed or beat to death individual taking refuge in a hospital – these included wounded Croatian patients, wounded soldiers, activists and hospital staff members. On January 3, 1992, the warring parties signed a ceasefire. ",Serbian government and militias kill Croatian civilians during effort to defeat Croatian separatist insurgency.,Suspected supporters of Croatian separatist insurgency,Ethnic,,"Alejandro, edited by Carla"
Algeria (Islamists),,615,Middle East and North Africa,1991,2005,25000,50000,37500,"Between 1991 and 2005, the Algerian government killed tens of thousands of civilians during efforts to defeat the Islamic insurgency. On June 4, 1991, supporters of the Islamic Salvation Front (FIS), an Islamic political party, protested against the incumbent Algerian government’s redrawing of electoral districts which favored the ruling political party and were brutally suppressed by the police. On December 26, 1991, the FIS won the first round of parliamentary elections. On January 12, 1992, the army cancelled the elections to prevent the FIS from winning the second round of elections and took over the government. In the following decade, the Algerian army fought various Islamic guerilla groups in a civil war in which both sides engaged in summary executions, systematic practices of torture, and enforced disappearances and during which tens of thousands of civilians caught in the fighting were killed. One of the most notorious insurgencies, the GIA, massacred entire villages, abducted and killed foreigners, and planted bombs in public places. The worst government violence ended after Algerians approved the governmental offer of partial amnesty for combatants in a national referendum in September, 2005. ",Algerian government kills civilians during effort to defeat Islamist insurgency.,Suspected supporters of Islamist insurgency,Political,,"Alejandro, edited by Carla"
Azerbaijan (Nagorno-Karabakh),,373,Europe and Central Asia,1991,1994,1500,1500,1500,"Between 1991 and 1994, the Azeri government killed over a thousand civilians during efforts to defeat an Armenian separatist insurgency. The Soviet Republic of Azerbaijan witnessed small-scale ethnic violence between Azeris and Armenians in 1989. After Azerbaijan independence on August 30, 1991, the Azeri government cracked down on an Armenian insurrection in the Nagorno-Karabakh region. The Azerbaijani Special Function Militia Troops (OMAN) emptied entire Armenian villages, arresting hundreds and deporting thousands of Armenians. These in turn responded by declaring Nagorno-Karabakh’s independence. Intense fighting followed, with both the Azeri and Karabakh Armenian forces taking hostages, looting, and indiscriminately shelling civilian structures. Both sides also carried out civilian massacres, including the notorious Khojali Massacre where Karabakh Armenian forces killed at least 200 Azeri civilians, including women and children. On May 5, 1994, the warring factions signed a Russian-brokered ceasefire.  ",Azeri government kills civilians during effort to defeat Armenian separatist insurgency.,Suspected supporters of Armenian separatist insurgency.,Ethnic,,"Alejandro, edited by Carla"
Haiti (political repression - Cedras/FRAPH government),,41,Latin America and Caribbean,1991,1994,3000,4000,3500,"Between 1991 and 1994, the Haitian army and its paramilitary forces killed thousands of suspected political opponents of the regime. On September 30, 1991, a military coup led by General Raoul Cédras forced the elected president Jean-Bertrand Aristide into exile. Following the coup, the Haitian army launched a brutal crackdown of suspected political opponents, resulting in the deaths of a thousand civilians within the first month after the coup. In the following three years, arbitrary detentions, extortion, beatings and disappearances became a routine. In 1993, the paramilitary organization the Front for the Advancement and Progress of Haiti (FRAPH) was founded and became notorious for torturing, raping and killing civilians at will while increasing their informers and recruits through bribery and terror. In the face of an imminent US invasion, Cédras relinquished his power to former president Aristide on September 30, 1994. ",Government kills civilians during crack down on political opposition.,Political opponents of Cedras regime.,Political,,"Alejandro, edited by Carla"
Yugoslavia (Bosnia),,345,Europe and Central Asia,1992,1995,145000,145000,145000,"Between 1992 and 1995, Bosnian Serb forces supported by the Serbian government and Bosnian Croat forces supported by the Croatian government killed over a hundred thousand civilians, mostly Bosnian Muslims (Bosniaks) during campaigns of ethnic cleansing. Following the secession of Slovenia, Croatia, and Macedonia, Bosnian Muslims (Bosniaks) and Bosnian Croats also voted to secede from the Yugoslav Federation in a referendum on March 1, 1992. The referendum was rejected by Bosnian Serbs who, supported by the Yugoslav Army under Serbian President Slobodan Milosevic, began firing on Sarajevo and expelled the Bosniak population, During the war Serbian forces pillaged, raped and tortured Bosniaks, systematically destroying religious heritage, bombing civilian structures, and using detainees as human shields in the front lines or minefields. Concentration camps became widespread, as well as summary executions and village massacres. Though both Serbs and Croatians committed atrocities against Bosniaks, the Croats’ atrocities were of a smaller scale. To a lesser extent, Bosnian forces also conducted summary executions. On December 15, 1995, all warring factions agreed on a ceasefire after NATO’s bombing campaign. G110","Muslim residents of Bosnia are subject to ""ethnic cleansing"" measures including destruction of property, forced resettlement, execution, and massacres by Serb and Croat forces seeking union with Serbia and Croatia.  (Harff)",Suspected supporters of Bosnian Muslim and Croatian separatist insurgencies,Ethnic,,"Alejandro, edited by Carla"
"Afghanistan (Rabbani/Massoud vs. Taliban, et al.)",,700,South Asia,1992,1996,2500,10000,6250,"Between 1992 and 1996, the Afghan government killed thousands of civilians during efforts to defeat insurgencies by multiple rebel groups, including the Taliban. Following years of fighting, on April 16, 1992, the Afghan mujahedeen ousted the Soviet-backed government and established the Islamic State of Afghanistan, with a fragile interim government composed of mujahedeen groups to be followed by general elections. When Burhanuddin Rabbani refused to step down from the rotating presidency, civil war ensued between competing political and regional mujahedeen factions. Lawlessness engulfed the country ruled by militias and warlords who often engaged in extorting, kidnapping, and taxing of the civilian population at their will. During the civil war, the government engaged in several human rights abuses, sweeping through civilian ethnic neighborhoods and beheading women, children and the elderly. Thousands of civilians were killed during artillery attacks on civilian structures in Kabul, such as houses, schools and mosques. Amidst the chaos, the Taliban, an Islamist political and military organization, emerged in 1994 and deposed the Rabbani government after capturing Kabul on September 27, 1996. ","Government kills civilians during effort to defeat insurgency by multiple competing rebel groups, including the Taliban.",Suspected supporters of anti-government insurgent groups.,Political,,"Alejandro, edited by Carla"
Tajikistan (United Tajik Opposition),,702,Europe and Central Asia,1992,1997,10000,25000,17500,"Between 1992 and 1997, the Tajik government killed tens of thousands of civilians during efforts to defeat the United Tajik Opposition (UTO) insurgency. On May 3, 1992, anti-government demonstrations took placed in Tajikistan’s capital and culminated in a failed attempt to storm the president’s quarters.  A civil war ensued between the incumbent Moscow-backed government, dominated by people from Leninabad, and the United Tajik Opposition (UTO), an alliance of nationalist, pro-democratic and Islamist organizations primarily from the Gharmi and Pamiri regions. The government was supported by Kuliabis who conducted campaigns of ethnic cleansing in the south against Gharmi and Pamiri civilians suspected of supporting the opposition. The civil war ended on June 27, 1997 when the warring factions signed a peace accord.  ",Government kills civilians during effort to defeat United Tajik Opposition (UTO) insurgency.,"Suspected supporters of United Tajik Opposition (UTO) insurgency, Gharmi and Pamiri, Islamists",Ethnic,,"Alejandro, edited by Carla"
Georgia (Abkhazia),,372,Europe and Central Asia,1992,1993,2000,2000,2000,"Between 1992 and 1993, the Georgian government killed thousands of civilians during efforts to defeat the Abkhaz separatist insurgency. On August 14, 1992, the newly independent Republic of Georgia sent the National Guard forces into Abkhazia to quell the region’s fight for independence from Georgia. Throughout the conflict, both sides engaged in indiscriminate bombing, shelling and rocket attacks. The Georgian government forces killed thousands of Abkhaz civilians in air strikes and artillery shelling of civilian areas. In particular, after taking the Abkhaz capital Sukhumi in August 1992, Georgian forces and paramilitaries sacked the city and murdered civilians. The conflict ended with a ceasefire signed on December 1, 1993. ",Georgian government kills civilians during effort to defeat Abkhaz insurgency.,Suspected supporters of Abkhazian insurgency.,Ethnic,,"Alejandro, edited by Carla"
Congo-Brazzaville/Republic of Congo (Lissouba regime),,484,Sub-Saharan Africa,1992,1997,5000,5000,5000,"Between 1992 and 1997, the government under killed thousands of civilians during efforts to defeat political opposition. Pascal Lissouba was elected as Congo’s first president in July 1992. Following his election, a coalition of opposition groups and militias supporting political rivals Denis Sassou Nguesso and Bernard Kolelas accused Lissouba of rigging the elections. In the ensuing fighting, Lissouba's personal commandos known as the Aubevillois killed thousands of civilians, mostly from the ethnic group of the opposition. The fighting ended in October 1997, when Sassou took control of Brazzaville and was sworn in as president. ",Lissouba government kills civilians in effort to defeat political opposition and rebellion by supporters of Sassou-Nguesso and Kolelas.,"Suspected opponents of the Lissouba regime, Sassou-Nguesso and Kolelas supporters",Political and Ethnic,,CSY
Democratic Republic of Congo/Zaire (Kabila/Tutsi vs. Mobutu),,490,Sub-Saharan Africa,1993,1997,8000,10000,9000,"Between 1993 and 1997, the Zairian government under Mobuto Sese Seko killed thousands of civilians during efforts to defeat the Alliance of Democratic Forces for the Liberation of Congo-Zaire (ADFL) insurgency. In March 1993, Hunde, Nyanga, and Nande militia groups called Mai-Mai or Bangirima supported by the Zairian government began attacking the Banyarwanda (ethnic Rwandan) Hutu and Tutsi population in North Kivu. In the ensuing violence, thousands of people were killed. Following the Rwandan genocide in 1994, a wave of Hutu refugees across the border further upset the balance, with Hutu refugees threatening Banyamulenge or ethnic Zairian Tutsis. The government launched a campaign against the Banyarwanda, with the passage of laws targeting Banyarwanda and government sponsored attacks and arbitrary arrests of the Banyarwanda. In late 1996, the government declared all Banyamulenge had to leave the country, fomenting an uprising against the government. The Banyamulenge eventually joined the Alliance of Democratic Forces for the Liberation of Congo-Zaire (ADFL), a coalition formed to overthrow Mobutu, led by Laurent-Désiré Kabila and supported by Rwanda. On 17 May 1997, the ADFL marched into Kinshasa, and Kabila declared himself president of the renamed Democratic Republic of the Congo. ",Government kills Tutsi (Banyarwanda/Banyamulenge) civilians and  suspected supporters of Kabila/Alliance of Democratic Forces for the Liberation of Congo-Zaire (ADFL) insurgency.,"Tutsi (also Banyarwanda/Banyamulenge), suspected supporters of Kabila/Alliance of Democratic Forces for the Liberation of Congo-Zaire, (ADFL)",Ethnic,,CSY
Rwanda (Tutsi vs. Hutu),,517,Sub-Saharan Africa,1994,1999,13000,13000,13000,"Between 1994 and 1999, the Rwandan government killed thousands of Hutu civilians in reprisals for the 1994 Rwandan Genocide and during efforts to defeat a Hutu insurgency in northwest Rwanda. The 1994 genocide during which members of the Hutu majority slaughtered Tutsi minority and moderate Hutu civilians ended with the victory of the Tutsi Rwandan Patriotic Front (RPF) which was sworn in as the new ruling government in Kigali on July 19, 1994. In the immediate aftermath, the military wing, the Rwandan Patriotic Army (RPA), began a campaign of widespread and systematic slaughtering of suspected perpetrators and supporters of the Hutu militants, killing thousands of unarmed Hutu civilians, often Hutu refugees. The killings subsided after September 1994, amid growing international pressure. Between 1997 and 1998, the RPA clamped down on a Hutu insurgency in northwestern Rwanda. The RPA carried out extrajudicial executions of suspected rebel supporters and indiscriminate mortar shelling during their search operations. Overall, thousands of unarmed Hutu civilians were killed, including unarmed women, children and the elderly. Though counter-insurgency violence continued up to 2001, the violence against civilians decreased after 1999. ",Government kills civilians in reprisals for 1994 genocide and during effort to defeat Hutu insurgency in Northwest Rwanda.,Suspected supporters of Hutu former government and insurgents,Ethnic,,"Alejandro, edited by Carla"
Russia-Chechnya,,365,Europe and Central Asia,1994,2009,55000,70000,62500,"Between 1994 and 2009, the Russian government killed tens of thousands of civilians during efforts to suppress Chechen separatist insurgencies. After the fall of the Soviet Union in 1991, Chechen separatists launched a campaign for independence from Russia. On December 11, 1994, the First Chechen War began when Russian troops invaded Chechnya to crush the separatist guerrillas. Despite conquering the Chechen capital Grozny in March 1995, Russian forces failed to gain control of Chechnya and negotiated a series of ceasefires with the Chechens in 1996. However, hostilities quickly escalated again, and the Second Chechen War began in October 1999 with the redeployment of Russian troops. Russia formally ended its counterterrorism operation in Chechnya on April 16, 2009. During the two wars, tens of thousands of Chechen and Russian civilians were killed during the Russian military’s air and artillery bombardments on civilian areas and extrajudicial killings of suspected separatist supporters during indiscriminate neighborhood sweeps.",Government kills civilians during effort to defeat Chechen separatist insurgency.,Suspected supporters of Chechen separatist insurgency,Ethnic,,"Alejandro, edited by Carla"
Nepal (Civil War vs. Maoists),,790,South Asia,1995,2006,7000,7000,7000,"Between 1995 and 2006, the monarchical government killed thousands of civilians during efforts to suppress the Communist Party of Nepal (Maoist) rebellion. In November 1995, the Nepalese police launched a crackdown on suspected militant Maoists, in which hundreds of suspected supporters were arbitrarily arrested, raped and executed. On February 13, 1996, the Maoists launched the “People's War” by attacking several police outposts, with the aim of overthrowing the monarchy. The Maoist rebels gained control over rural areas. The conflict escalated in 2001, when the government declared a state of emergency, and the Royal Nepalese Army (RNA) joined the war effort. During the counterinsurgency campaign, the government forces used indiscriminate violence against civilians and also armed and trained citizen defense units, or vigilante groups, which also committed atrocities against civilians. By the end of the conflict, although the government decreased the number of extrajudicial killings and arbitrary long-term detentions, torture and detainee mistreatment remained widespread. The conflict ended on November 21, 2006, with a peace deal which allowed the Maoists to join an interim government.",Government kills civilians during effort to defeat Maoist insurgency.,"Suspected supporters of Maoist insurgency, other political opponents of the monarchy.",Political,,"Alejandro, edited by Carla"
Afghanistan (Taliban vs. United Front),,700,South Asia,1996,2001,5000,10000,7500,"Between 1996 and 2001, the Taliban government killed thousands of civilians during he its military campaign against domestic political opposition forces. On September 27, 1996, the Taliban, an Islamic fundamentalist political and military organization, overthrew the central government in Kabul and established an Islamist state. Several opposition groups combined to form the Northern Alliance (United Islamic Front for the Salvation of Afghanistan) to resist the Taliban. While consolidating their rule over northern and western Afghanistan, the mostly Pashtun Taliban forces massacred of thousands of civilians suspected of supporting the Northern Alliance, including ethnic minorities Tajiks, Uzbeks, and Hazaras. The civil war came to a close on November 13, 2001, when the Northern Alliance took over Kabul, forcing the Taliban back into the South.",Taliban government kills civilians during effort to defeat insurgency by Northern Alliance and crush domestic political opposition.,"Suspected supporters of United Front insurgency, domestic political opponents.",Political,,"Alejandro, edited by Carla"
Congo-Brazzaville/Republic of Congo (Sassou regime),,484,Sub-Saharan Africa,1997,2003,3000,5000,4000,"Between 1993 and 2003, the government under Denis Sassou Nguesso killed thousands of civilians during efforts to defeat the insurgency by political opponents. Following months of fighting with Pascal Lissouba’s militias, in October 1997, Denis Sassou Nguesso ousted Pascal Lissouba from the presidency and was sworn in as president. Fighting re-erupted between militias supporting Lissouba and Sassou Nguesso, during which Sassou Nguesso’s militias, known as the Cobras, killed thousands of civilians suspected of supporting opponents. The government forces targeted entire populations in regions suspected of sympathizing with the opposition. Despite a peace accord in December 1999, fighting and the systematic violence against civilians resumed until the March 2003 peace agreement.",Government kills civilians in effort to defeat insurgency by supporters of Lissouba and Kolelas.,Suspected supporters of Lissouba and Kolelas insurgent groups.,Political and Ethnic,,Carla
Yugoslavia (Kosovo),,345,Europe and Central Asia,1998,1999,10000,10000,10000,"Between 1998 and 1999, Serbian militias backed by the Yugoslavian armed forces killed tens of thousands of ethnic Kosovar Albanians during its counterinsurgency campaign against Kosovo’s separatist movements. In 1989, Yugoslav president Slobodan Milošević stripped Kosovo of its constitutional autonomy. Increasing repression of the ethnic majority Kosovar Albanians prompted the founding of the Kosovo Liberation Army (KLA) which began sporadically attacking Serbian police and politicians. On February 28, 1998, the Serbian Special Forces and Yugoslav Army began a brutal crackdown in which military vehicles fired indiscriminately at civilian rooftops, killing women, children and other noncombatants. After internationally brokered peace talks failed in March, NATO began an 11-week air-strike against Serbian military targets in which 500 were killed and 6,000 civilians wounded. On June 12, 1999, NATO troops entered Kosovo, officially ending hostilities. ",Serb militias backed by Yugoslavian armed forces target ethnic-Albanians to counter insurgency and cleanse Kosovo of Albanians. Targeting ends with Yugoslavia's withdrawal in June 1999 following NATO air attacks.  (Harff),Suspected supporters of Kosovar Albanian separatist insurgency.,Ethnic,,"Alejandro, edited by Carla"
Democratic Republic of Congo,,490,Sub-Saharan Africa,1998,.,100000,100000,100000,"Since 1998, the government of the Democratic Republic of Congo killed over a hundred thousand civilians during efforts to defeat insurgencies by various groups. In May 1997, Laurent-Désiré Kabila overthrew Mobutu Sese Seko with the support of Rwanda and Uganda and became the president, renaming the country the Democratic Republic of Congo. In August 1997, however, rebels backed by Kabila’s former allies Rwanda and Uganda rose up against Kabila. The Congolese army, heavily supported by other African governments, fought against the RCD (Congolese Rally for Democracy) and MLC (Congolese Liberation Movement), during which Congolese soldiers attacked civilians for collaborating or supporting rebel groups and committed human rights abuses along with the rebel forces. The conflict ended in an agreement on 23 March 2009, but has continued against rebel such as the FDLR and M23. ",Government kills civilians in effort to defeat insurgency by various groups backed by Rwanda and Uganda.,Suspected supporters of anti-government insurgent groups.,Political and Ethnic,,CSY
Liberia (Civil War- LURD and MODEL),,450,Sub-Saharan Africa,2000,2003,1000,1000,1000,"Between 2000 and 2003, the Liberian Government killed over a thousand civilians during efforts to defeat the insurgency by Liberians United for Reconciliation and Democracy (LURD) and Movement for Democracy in Liberia (MODEL). After overthrowing Samuel Doe in the first Liberian civil war, Charles Taylor was elected president in the 1997 general election. In 1999, a rebel group backed by neighboring Guinea, the Liberians United for Reconciliation and Democracy (LURD), a coalition of dissident groups, emerged in northern Liberia and fought against the government. In early 2003, a second rebel group, the Movement for Democracy in Liberia, emerged in the south and also fought against the Armed Forces of Liberia, as well as Charles Taylor’s paramilitary, the Anti-Terrorist Unit. During the fighting against rebel groups, the government forces committed systematic human rights abuses and tortured and executed civilians in areas suspected of harboring or supporting rebels. The fighting ended in August 2003, with an internationally brokered peace agreement in Accra, Ghana.",Government kills civilians during effort to defeat insurgency by Liberians United for Reconciliation and Democracy (LURD) and Movement for Democracy in Liberia (MODEL),Suspected supporters of Government kills civilians during effort to defeat insurgency by Liberians United for Reconciliation and Democracy (LURD) and Movement for Democracy in Liberia (MODEL) insurgency,Political,,CSY
Sudan (Darfur),,625,Sub-Saharan Africa,2003,.,200000,300000,250000,"Since 2003, the Sudanese government forces and government-backed Arab “janjaweed” militias have killed hundreds of thousands of suspected supporters of separatist rebels, including Fur, Zaghawa, Masaleit, and other non-Arab peoples during ongoing counterinsurgency operations in Darfur. In July 2003, the Justice and Equality Movement (JEM) and the Sudan Liberation Army (SLA) revolted against the Sudanese government to protest the years of discrimination of the non-Arab population and the government’s failure to protect farmers from tribal raids. After the rebels attacked an air force base, the Sudanese government responded by bombing non-Arab citizens and sponsoring a campaign of violence led by Arab militias known as the Janjaweed (“devils on horseback”). The government forces, paramilitary forces and Janjaweed raped, tortured, pillaged, and conducted summary executions of entire villages, and on occasion in refugee camps. Although the level of violence has diminished substantially since 2008, there have still been a few hundred deaths in 2012, and the refugee crisis is ongoing.","Government backs local, Arab janjaweed militias and encourages them to terrorize suspected supporters of separatist rebels; victims groups include Fur, Zaghawa, Masaleit, and other non-Arab peoples of the Darfur region. (Harff)","Suspected supporters of Darfurian insurgents, ethnic ""black Africans."" ",Ethnic,,"Alejandro, edited by Carla"
